Question,Segment Type,Segment Description,Answer,Count,Percentage
Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Friends,94,0.54
Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Celebrities,10,0.057
Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,People who do the things you like,33,0.19
Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Funny meme posters ,37,0.213
Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Friends,50,0.521
Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Celebrities,4,0.042
Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,People who do the things you like,12,0.125
Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Funny meme posters ,30,0.313
Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Friends,52,0.571
Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Celebrities,6,0.066
Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,People who do the things you like,13,0.143
Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Funny meme posters ,20,0.22
Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Friends,372,0.594
Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Celebrities,23,0.037
Who are your favorite people to follow online?,Custom,What's your leaning? In-between,People who do the things you like,98,0.157
Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Funny meme posters ,133,0.212
Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Friends,478,0.618
Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Celebrities,36,0.047
Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,People who do the things you like,103,0.133
Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Funny meme posters ,157,0.203
Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Friends,437,0.636
Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Celebrities,38,0.055
Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,People who do the things you like,85,0.124
Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Funny meme posters ,127,0.185
Who are your favorite people to follow online?,Custom,Graduation Year 2017,Friends,129,0.603
Who are your favorite people to follow online?,Custom,Graduation Year 2017,Celebrities,11,0.051
Who are your favorite people to follow online?,Custom,Graduation Year 2017,People who do the things you like,34,0.159
Who are your favorite people to follow online?,Custom,Graduation Year 2017,Funny meme posters ,40,0.187
Who are your favorite people to follow online?,Custom,Graduation Year 2018,Friends,209,0.584
Who are your favorite people to follow online?,Custom,Graduation Year 2018,Celebrities,17,0.047
Who are your favorite people to follow online?,Custom,Graduation Year 2018,People who do the things you like,47,0.131
Who are your favorite people to follow online?,Custom,Graduation Year 2018,Funny meme posters ,85,0.237
Who are your favorite people to follow online?,Custom,I'm in? Other,Friends,3,0.25
Who are your favorite people to follow online?,Custom,I'm in? Other,Celebrities,0,0.0
Who are your favorite people to follow online?,Custom,I'm in? Other,People who do the things you like,5,0.417
Who are your favorite people to follow online?,Custom,I'm in? Other,Funny meme posters ,4,0.333
Who are your favorite people to follow online?,Custom,Are you? Christian,Friends,655,0.652
Who are your favorite people to follow online?,Custom,Are you? Christian,Celebrities,42,0.042
Who are your favorite people to follow online?,Custom,Are you? Christian,People who do the things you like,126,0.125
Who are your favorite people to follow online?,Custom,Are you? Christian,Funny meme posters ,181,0.18
Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Friends,170,0.603
Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Celebrities,8,0.028
Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",People who do the things you like,45,0.16
Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Funny meme posters ,59,0.209
Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,"Yes, very much so",919,0.435
Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,Somewhat,789,0.374
Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,"No, it's whatever",403,0.191
Does it annoy you when popular social media accounts endorse products or services?,Web,Web,"Yes, very much so",1,0.333
Does it annoy you when popular social media accounts endorse products or services?,Web,Web,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,Web,Web,"No, it's whatever",2,0.667
Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,"Yes, very much so",555,0.427
Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,Somewhat,457,0.352
Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,"No, it's whatever",287,0.221
Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,"Yes, very much so",365,0.45
Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,Somewhat,330,0.406
Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,"No, it's whatever",117,0.144
Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,"Yes, very much so",2,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,Somewhat,2,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,"Yes, very much so",5,0.625
Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,Somewhat,3,0.375
Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,"No, it's whatever",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,"Yes, very much so",20,0.455
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,Somewhat,16,0.364
Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,"No, it's whatever",8,0.182
Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,"Yes, very much so",2,0.4
Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,Somewhat,1,0.2
Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,"No, it's whatever",2,0.4
Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,"Yes, very much so",12,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,Somewhat,11,0.458
Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,"No, it's whatever",1,0.042
Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,"Yes, very much so",2,0.133
Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,Somewhat,10,0.667
Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,"No, it's whatever",3,0.2
Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,"Yes, very much so",4,0.4
Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,Somewhat,2,0.2
Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,"No, it's whatever",4,0.4
Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,New York University,"Yes, very much so",2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,New York University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,New York University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Minnesota,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Minnesota,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Minnesota,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Amherst,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Amherst,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,UMass Amherst,"No, it's whatever",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,United States Air Force Academy,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,United States Air Force Academy,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,United States Air Force Academy,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,"University of North Carolina, Wilmington","Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,"University of North Carolina, Wilmington",Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,"University of North Carolina, Wilmington","No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Chaparral High School,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Chaparral High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Chaparral High School,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Claremont McKenna College,"Yes, very much so",23,0.411
Does it annoy you when popular social media accounts endorse products or services?,University,Claremont McKenna College,Somewhat,23,0.411
Does it annoy you when popular social media accounts endorse products or services?,University,Claremont McKenna College,"No, it's whatever",10,0.179
Does it annoy you when popular social media accounts endorse products or services?,University,Cameron University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Cameron University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Cameron University,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Connecticut,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Connecticut,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Connecticut,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,St. John's High School,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,St. John's High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,St. John's High School,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Mississippi State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Mississippi State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Mississippi State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Missouri,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Missouri,Somewhat,2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Central Missouri,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northwestern State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northwestern State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northwestern State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Emory University,"Yes, very much so",14,0.519
Does it annoy you when popular social media accounts endorse products or services?,University,Emory University,Somewhat,6,0.222
Does it annoy you when popular social media accounts endorse products or services?,University,Emory University,"No, it's whatever",7,0.259
Does it annoy you when popular social media accounts endorse products or services?,University,Conant High School,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Conant High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Conant High School,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,"University of California, Berkeley","Yes, very much so",6,0.25
Does it annoy you when popular social media accounts endorse products or services?,University,"University of California, Berkeley",Somewhat,10,0.417
Does it annoy you when popular social media accounts endorse products or services?,University,"University of California, Berkeley","No, it's whatever",8,0.333
Does it annoy you when popular social media accounts endorse products or services?,University,University of Redlands,"Yes, very much so",2,0.667
Does it annoy you when popular social media accounts endorse products or services?,University,University of Redlands,Somewhat,1,0.333
Does it annoy you when popular social media accounts endorse products or services?,University,University of Redlands,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Vassar College,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Vassar College,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Vassar College,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of South Carolina,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of South Carolina,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of South Carolina,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Warwick,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Warwick,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Warwick,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Southern Methodist University,"Yes, very much so",5,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Southern Methodist University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Southern Methodist University,"No, it's whatever",5,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Colorado State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Baltimore City College,"Yes, very much so",2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Baltimore City College,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Baltimore City College,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Penn State University,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Penn State University,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Penn State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Missouri State University,"Yes, very much so",9,0.75
Does it annoy you when popular social media accounts endorse products or services?,University,Missouri State University,Somewhat,3,0.25
Does it annoy you when popular social media accounts endorse products or services?,University,Missouri State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Lock Haven University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Lock Haven University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Lock Haven University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Karlsruhe Institute of Technology,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Karlsruhe Institute of Technology,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Karlsruhe Institute of Technology,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Bloomsburg University of Pennsylvania,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Bloomsburg University of Pennsylvania,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Bloomsburg University of Pennsylvania,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Whitman College,"Yes, very much so",2,0.105
Does it annoy you when popular social media accounts endorse products or services?,University,Whitman College,Somewhat,11,0.579
Does it annoy you when popular social media accounts endorse products or services?,University,Whitman College,"No, it's whatever",6,0.316
Does it annoy you when popular social media accounts endorse products or services?,University,Northeastern University,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Northeastern University,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Northeastern University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Towson University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Towson University,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Towson University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Seton Hall University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Seton Hall University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Seton Hall University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northern Arizona University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northern Arizona University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Northern Arizona University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,James Madison University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,James Madison University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,James Madison University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Duke University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Duke University,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Duke University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Buffalo,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Buffalo,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Buffalo,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Butler University,"Yes, very much so",12,0.571
Does it annoy you when popular social media accounts endorse products or services?,University,Butler University,Somewhat,6,0.286
Does it annoy you when popular social media accounts endorse products or services?,University,Butler University,"No, it's whatever",3,0.143
Does it annoy you when popular social media accounts endorse products or services?,University,Marquette High School,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Marquette High School,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Marquette High School,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Notre Dame,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Notre Dame,Somewhat,2,0.667
Does it annoy you when popular social media accounts endorse products or services?,University,University of Notre Dame,"No, it's whatever",1,0.333
Does it annoy you when popular social media accounts endorse products or services?,University,The College of New Jersey,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,The College of New Jersey,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,The College of New Jersey,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Boise State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Boise State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Boise State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Rochester Institute of Technology,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Rochester Institute of Technology,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Rochester Institute of Technology,"No, it's whatever",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,Roger Williams University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Roger Williams University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Roger Williams University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Coventry University,"Yes, very much so",2,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Coventry University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Coventry University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee,"Yes, very much so",1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee,Somewhat,1,0.5
Does it annoy you when popular social media accounts endorse products or services?,University,University of Tennessee,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Hampden-Sydney College ,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Hampden-Sydney College ,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Hampden-Sydney College ,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,High Point University,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,High Point University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,High Point University,"No, it's whatever",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Memorial University of Newfoundland,"Yes, very much so",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Memorial University of Newfoundland,Somewhat,1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Memorial University of Newfoundland,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Arkansas,"Yes, very much so",4,0.571
Does it annoy you when popular social media accounts endorse products or services?,University,University of Arkansas,Somewhat,3,0.429
Does it annoy you when popular social media accounts endorse products or services?,University,University of Arkansas,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Oneonta State University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Oneonta State University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Oneonta State University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Wake Forest University,"Yes, very much so",1,1.0
Does it annoy you when popular social media accounts endorse products or services?,University,Wake Forest University,Somewhat,0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,Wake Forest University,"No, it's whatever",0,0.0
Does it annoy you when popular social media accounts endorse products or services?,University,University of Oklahoma,"Yes, very much so",0,0.0
